away_team_name,home_team_name,details,boxscore,starts_at,schedule_date
Washington Nationals,Los Angeles Dodgers,"{""umpires"": {""1B"": ""Ted Barrett"", ""2B"": ""Doug Eddings"", ""3B"": ""Alfonso Marquez"", ""HP"": ""Jordan Baker"", ""LF"": ""Tripp Gibson"", ""RF"": ""Will Little""}, ""venue_name"": ""Dodger Stadium"", ""resumed_game"": false, ""original_date"": ""2019-10-04"", ""mlbam_venue_id"": ""22"", ""start_time_tbd"": false, ""venue_location"": ""Los Angeles, CA"", ""mlbam_description"": ""NLDS Game 2"", ""scheduled_innings"": ""9"", ""gameday_away_notes"": ""\n<span>a-Singled for Doolittle in the 8th. </span><br/>    "", ""gameday_home_notes"": ""\n<span>a-Singled for Kershaw in the 6th. b-Struck out for May in the 8th. </span><br/>    "", ""gameday_away_text_data"": ""\n<br/><b>BATTING</b><br/><b>2B</b>: Turner (2, Kershaw); Rendon (1, Kershaw); Robles (1, Kershaw); Zimmerman (1, May).<br/><b>TB</b>: Cabrera, A; Eaton 2; Kendrick; Rendon 3; Robles 2; Turner 3; Zimmerman 2.<br/><b>RBI</b>: Cabrera, A (1); Eaton (1); Kendrick (1); Rendon (1).<br/><b>2-out RBI</b>: Eaton; Rendon.<br/><b>Runners left in scoring position, 2 out</b>: Kendrick 2; Suzuki 2; Turner; Soto; Strasburg.<br/><b>SAC</b>: Robles; Strasburg.<br/><b>Team RISP</b>: 3-for-13.<br/><b>Team LOB</b>: 10.<br/><br/>    "", ""gameday_home_text_data"": ""\n<br/><b>BATTING</b><br/><b>2B</b>: Pederson (1, Strasburg); Turner (1, Hudson, D).<br/><b>HR</b>: Muncy (1, 7th inning off Doolittle, 0 on, 1 out).<br/><b>TB</b>: Beaty; Muncy 4; Pederson 2; Smith, W; Turner 2.<br/><b>RBI</b>: Muncy (4); Turner (1).<br/><b>Runners left in scoring position, 2 out</b>: Pollock; Seager, C 2.<br/><b>SF</b>: Turner.<br/><b>Team RISP</b>: 0-for-4.<br/><b>Team LOB</b>: 5.<br/><br/><b>FIELDING</b><br/><b>E</b>: Urias (1, fielding).<br/><b>Outfield assists</b>: Pederson (Cabrera, A at 2nd base).<br/><br/>    ""}","{""status"": ""Final"", ""away_inning_1"": ""1"", ""away_inning_2"": ""2"", ""away_inning_3"": ""0"", ""away_inning_4"": ""0"", ""away_inning_5"": ""0"", ""away_inning_6"": ""0"", ""away_inning_7"": ""0"", ""away_inning_8"": ""1"", ""away_inning_9"": ""0"", ""away_team_lob"": 10, ""home_inning_1"": ""0"", ""home_inning_2"": ""0"", ""home_inning_3"": ""0"", ""home_inning_4"": ""0"", ""home_inning_5"": ""0"", ""home_inning_6"": ""1"", ""home_inning_7"": ""1"", ""home_inning_8"": ""0"", ""home_inning_9"": ""0"", ""home_team_lob"": 5, ""status_reason"": """", ""away_team_hits"": 10, ""away_team_runs"": 4, ""away_team_wins"": 1, ""home_team_hits"": 5, ""home_team_runs"": 2, ""home_team_wins"": 1, ""away_team_errors"": 0, ""away_team_losses"": 1, ""home_team_errors"": 1, ""home_team_losses"": 1, ""away_team_games_back"": """", ""home_team_games_back"": """", ""away_team_games_back_wildcard"": null, ""home_team_games_back_wildcard"": null}",2019-10-05 01:37:00,2019-10-04
Washington Nationals,Chicago Cubs,"{""umpires"": {""1B"": ""Hunter Wendelstedt"", ""2B"": ""Jordan Baker"", ""3B"": ""Vic Carapazza"", ""HP"": ""Dan Iassogna""}, ""venue_name"": ""Wrigley Field"", ""resumed_game"": false, ""original_date"": ""2019-08-25"", ""mlbam_venue_id"": ""17"", ""start_time_tbd"": false, ""venue_location"": ""Chicago, IL"", ""mlbam_description"": """", ""scheduled_innings"": ""9"", ""gameday_away_notes"": ""\n<span>a-Walked for Strasburg in the 7th. b-Flied out for Strickland in the 8th. </span><br/>    "", ""gameday_home_notes"": ""\n<span>a-Struck out for Kintzler in the 8th. b-Lined out for Chatwood in the 11th. </span><br/>    "", ""gameday_away_text_data"": ""\n<br/><b>BATTING</b><br/><b>2B</b>: Soto (21, Hamels); Turner (27, Chatwood).<br/><b>HR</b>: Rendon (29, 4th inning off Hamels, 0 on, 0 out).<br/><b>TB</b>: Cabrera, A 2; Kendrick; Rendon 7; Robles; Soto 4; Strasburg; Turner 3.<br/><b>RBI</b>: Cabrera, A 2 (67); Rendon 2 (104); Soto (86).<br/><b>2-out RBI</b>: Cabrera, A 2; Soto.<br/><b>Runners left in scoring position, 2 out</b>: Cabrera, A; Suzuki; Rendon 2.<br/><b>GIDP</b>: Soto; Suzuki.<br/><b>Team RISP</b>: 4-for-11.<br/><b>Team LOB</b>: 9.<br/><br/><b>BASERUNNING</b><br/><b>SB</b>: Turner (28, 3rd base off Hamels/Lucroy); Robles 2 (23, 2nd base off Hamels/Lucroy, 2nd base off Wick/Lucroy).<br/><br/><b>FIELDING</b><br/><b>DP</b>: (Turner-Dozier, B-Cabrera, A).<br/><br/>    "", ""gameday_home_text_data"": ""\n<br/><b>BATTING</b><br/><b>HR</b>: Russell (7, 5th inning off Strasburg, 0 on, 2 out); Caratini (7, 7th inning off Strickland, 0 on, 2 out); Schwarber (30, 8th inning off Rodney, 1 on, 2 out).<br/><b>TB</b>: Bryant; Caratini 4; Castellanos; Heyward; Russell 4; Schwarber 5.<br/><b>RBI</b>: Bryant (64); Caratini (24); Russell (17); Schwarber 2 (69).<br/><b>2-out RBI</b>: Russell; Schwarber 2; Caratini.<br/><b>Runners left in scoring position, 2 out</b>: Lucroy; Baez, J.<br/><b>GIDP</b>: Lucroy.<br/><b>Team RISP</b>: 1-for-6.<br/><b>Team LOB</b>: 5.<br/><br/><b>FIELDING</b><br/><b>DP</b>: 2 (Baez, J-Russell-Happ, I; Russell-Baez, J-Happ, I).<br/><br/>    ""}","{""status"": ""Final"", ""away_inning_1"": ""0"", ""away_inning_2"": ""0"", ""away_inning_3"": ""0"", ""away_inning_4"": ""1"", ""away_inning_5"": ""0"", ""away_inning_6"": ""1"", ""away_inning_7"": ""3"", ""away_inning_8"": ""0"", ""away_inning_9"": ""0"", ""away_team_lob"": 9, ""home_inning_1"": ""0"", ""home_inning_2"": ""0"", ""home_inning_3"": ""0"", ""home_inning_4"": ""0"", ""home_inning_5"": ""1"", ""home_inning_6"": ""1"", ""home_inning_7"": ""1"", ""home_inning_8"": ""2"", ""home_inning_9"": ""0"", ""home_team_lob"": 5, ""status_reason"": """", ""away_inning_10"": ""0"", ""away_inning_11"": ""2"", ""away_team_hits"": 14, ""away_team_runs"": 7, ""away_team_wins"": 73, ""home_inning_10"": ""0"", ""home_inning_11"": ""0"", ""home_team_hits"": 7, ""home_team_runs"": 5, ""home_team_wins"": 69, ""away_team_errors"": 0, ""away_team_losses"": 57, ""home_team_errors"": 0, ""home_team_losses"": 61, ""away_team_games_back"": """", ""home_team_games_back"": """", ""away_team_games_back_wildcard"": null, ""home_team_games_back_wildcard"": null}",2019-08-25 18:20:00,2019-08-25
Washington Nationals,Milwaukee Brewers,"{""umpires"": {""1B"": ""D"", ""2B"": ""Fieldin Culbreth"", ""3B"": ""Ben May"", ""HP"": ""CB Bucknor""}, ""venue_name"": ""Miller Park"", ""resumed_game"": false, ""original_date"": ""2019-05-07"", ""mlbam_venue_id"": ""32"", ""start_time_tbd"": false, ""venue_location"": ""Milwaukee, WI"", ""mlbam_description"": """", ""scheduled_innings"": ""9"", ""gameday_home_notes"": ""\n<span>a-Struck out for Peralta, F in the 7th. </span><br/>    "", ""gameday_away_text_data"": ""\n<br/><b>BATTING</b><br/><b>TB</b>: Eaton; Robles 2; Strasburg; Taylor, M.<br/><b>Runners left in scoring position, 2 out</b>: Eaton; Suzuki; Strasburg; Rendon.<br/><b>GIDP</b>: Rendon.<br/><b>Team RISP</b>: 0-for-6.<br/><b>Team LOB</b>: 9.<br/><br/><b>FIELDING</b><br/><b>DP</b>: (Difo-Dozier, B-Kendrick).<br/><br/>    "", ""gameday_home_text_data"": ""\n<br/><b>BATTING</b><br/><b>2B</b>: Cain (10, Strasburg).<br/><b>TB</b>: Aguilar; Arcia; Cain 2; Gamel; Moustakas; Peralta, F; Shaw, T; Yelich.<br/><b>RBI</b>: Aguilar (14); Cain 3 (17); Gamel (8); Moustakas (22).<br/><b>2-out RBI</b>: Moustakas; Gamel; Cain 3; Aguilar.<br/><b>Runners left in scoring position, 2 out</b>: Shaw, T 2; Grandal; Arcia.<br/><b>GIDP</b>: Cain.<br/><b>Team RISP</b>: 4-for-9.<br/><b>Team LOB</b>: 7.<br/><br/><b>FIELDING</b><br/><b>E</b>: Arcia (5, fielding).<br/><b>DP</b>: (Arcia-Moustakas-Aguilar).<br/><br/>    ""}","{""status"": ""Final"", ""away_inning_1"": ""0"", ""away_inning_2"": ""0"", ""away_inning_3"": ""0"", ""away_inning_4"": ""0"", ""away_inning_5"": ""0"", ""away_inning_6"": ""0"", ""away_inning_7"": ""0"", ""away_inning_8"": ""0"", ""away_inning_9"": ""0"", ""away_team_lob"": 9, ""home_inning_1"": ""0"", ""home_inning_2"": ""0"", ""home_inning_3"": ""0"", ""home_inning_4"": ""0"", ""home_inning_5"": ""0"", ""home_inning_6"": ""0"", ""home_inning_7"": ""6"", ""home_inning_8"": ""0"", ""home_inning_9"": ""x"", ""home_team_lob"": 7, ""status_reason"": """", ""away_team_hits"": 5, ""away_team_runs"": 0, ""away_team_wins"": 14, ""home_team_hits"": 8, ""home_team_runs"": 6, ""home_team_wins"": 22, ""away_team_errors"": 0, ""away_team_losses"": 21, ""home_team_errors"": 1, ""home_team_losses"": 16, ""away_team_games_back"": """", ""home_team_games_back"": """", ""away_team_games_back_wildcard"": null, ""home_team_games_back_wildcard"": null}",2019-05-07 23:40:00,2019-05-07
Washington Nationals,Los Angeles Dodgers,"{""umpires"": {""1B"": ""Gerry Davis"", ""2B"": ""Pat Hoberg"", ""3B"": ""Jeremie Rehak"", ""HP"": ""Brian Knight""}, ""venue_name"": ""Dodger Stadium"", ""resumed_game"": false, ""original_date"": ""2019-05-12"", ""mlbam_venue_id"": ""22"", ""start_time_tbd"": false, ""venue_location"": ""Los Angeles, CA"", ""mlbam_description"": """", ""scheduled_innings"": ""9"", ""gameday_away_notes"": ""\n<span>a-Grounded out for Barraclough in the 9th. </span><br/>    "", ""gameday_home_notes"": ""\n<span>a-Intentionally walked for Pederson in the 7th. b-Flied out for Ryu in the 8th. </span><br/>    "", ""gameday_away_text_data"": ""\n<br/><b>BATTING</b><br/><b>2B</b>: Parra (4, Ryu).<br/><b>TB</b>: Parra 2.<br/><b>Runners left in scoring position, 2 out</b>: Taylor, M.<br/><b>Team RISP</b>: 0-for-2.<br/><b>Team LOB</b>: 2.<br/><br/>    "", ""gameday_home_text_data"": ""\n<br/><b>BATTING</b><br/><b>2B</b>: Bellinger (9, Strasburg).<br/><b>HR</b>: Seager, C (3, 8th inning off Barraclough, 3 on, 0 out).<br/><b>TB</b>: Bellinger 4; Martin, R 2; Seager, C 4; Turner.<br/><b>RBI</b>: Seager, C 5 (17); Verdugo (20).<br/><b>Runners left in scoring position, 2 out</b>: Seager, C 2; Muncy 2.<br/><b>SAC</b>: Ryu 2.<br/><b>SF</b>: Seager, C.<br/><b>Team RISP</b>: 1-for-8.<br/><b>Team LOB</b>: 6.<br/><br/><b>BASERUNNING</b><br/><b>SB</b>: Bellinger (7, 2nd base off Strasburg/Suzuki).<br/><br/><b>FIELDING</b><br/><b>Outfield assists</b>: Bellinger (Strasburg at home).<br/><br/>    ""}","{""status"": ""Final"", ""away_inning_1"": ""0"", ""away_inning_2"": ""0"", ""away_inning_3"": ""0"", ""away_inning_4"": ""0"", ""away_inning_5"": ""0"", ""away_inning_6"": ""0"", ""away_inning_7"": ""0"", ""away_inning_8"": ""0"", ""away_inning_9"": ""0"", ""away_team_lob"": 2, ""home_inning_1"": ""0"", ""home_inning_2"": ""1"", ""home_inning_3"": ""0"", ""home_inning_4"": ""1"", ""home_inning_5"": ""0"", ""home_inning_6"": ""0"", ""home_inning_7"": ""0"", ""home_inning_8"": ""4"", ""home_inning_9"": ""x"", ""home_team_lob"": 6, ""status_reason"": """", ""away_team_hits"": 1, ""away_team_runs"": 0, ""away_team_wins"": 16, ""home_team_hits"": 7, ""home_team_runs"": 6, ""home_team_wins"": 27, ""away_team_errors"": 0, ""away_team_losses"": 24, ""home_team_errors"": 0, ""home_team_losses"": 16, ""away_team_games_back"": """", ""home_team_games_back"": """", ""away_team_games_back_wildcard"": null, ""home_team_games_back_wildcard"": null}",2019-05-12 20:10:00,2019-05-12
St. Louis Cardinals,Washington Nationals,"{""umpires"": {""1B"": ""Quinn Wolcott"", ""2B"": ""Gary Cederstrom"", ""3B"": ""Nick Mahrley"", ""HP"": ""Marvin Hudson""}, ""venue_name"": ""Nationals Park"", ""resumed_game"": false, ""original_date"": ""2019-05-02"", ""mlbam_venue_id"": ""3309"", ""start_time_tbd"": false, ""venue_location"": ""Washington, DC"", ""mlbam_description"": """", ""scheduled_innings"": ""9"", ""gameday_away_notes"": ""\n<span>a-Walked for Hudson, D in the 7th. b-Struck out for Wieters in the 8th. c-Struck out for Webb in the 9th. </span><br/>    "", ""gameday_home_notes"": ""\n<span>a-Struck out for Sipp in the 7th. </span><br/>    "", ""gameday_away_text_data"": ""\n<br/><b>BATTING</b><br/><b>TB</b>: Bader; Gyorko 2; Munoz 3; Ozuna; Wieters; Wong.<br/><b>RBI</b>: Wong (16).<br/><b>2-out RBI</b>: Wong.<br/><b>Runners left in scoring position, 2 out</b>: O'Neill; Gyorko; Goldschmidt 2; Wong.<br/><b>SAC</b>: Hudson, D.<br/><b>Team RISP</b>: 1-for-7.<br/><b>Team LOB</b>: 10.<br/><br/><b>BASERUNNING</b><br/><b>SB</b>: Gyorko (1, 3rd base off Strasburg/Gomes); Wong (6, 2nd base off Strasburg/Gomes).<br/><b>PO</b>: Wieters (2nd base by Gomes).<br/><br/><b>FIELDING</b><br/><b>E</b>: Munoz (1, throw); Gyorko (2, fielding).<br/><b>DP</b>: (Munoz-Wong-Carpenter, M).<br/><br/>    "", ""gameday_home_text_data"": ""\n<br/><b>BATTING</b><br/><b>TB</b>: Adams, M; Eaton; Gomes; Kendrick 2.<br/><b>Runners left in scoring position, 2 out</b>: Kendrick; Robles.<br/><b>GIDP</b>: Dozier, B.<br/><b>Team RISP</b>: 1-for-4.<br/><b>Team LOB</b>: 5.<br/><br/><b>FIELDING</b><br/><b>Pickoffs</b>: Gomes (Wieters at 2nd base).<br/><br/>    ""}","{""status"": ""Final"", ""away_inning_1"": ""0"", ""away_inning_2"": ""0"", ""away_inning_3"": ""1"", ""away_inning_4"": ""0"", ""away_inning_5"": ""0"", ""away_inning_6"": ""0"", ""away_inning_7"": ""0"", ""away_inning_8"": ""0"", ""away_inning_9"": ""0"", ""away_team_lob"": 10, ""home_inning_1"": ""0"", ""home_inning_2"": ""0"", ""home_inning_3"": ""0"", ""home_inning_4"": ""2"", ""home_inning_5"": ""0"", ""home_inning_6"": ""0"", ""home_inning_7"": ""0"", ""home_inning_8"": ""0"", ""home_inning_9"": ""x"", ""home_team_lob"": 5, ""status_reason"": """", ""away_team_hits"": 9, ""away_team_runs"": 1, ""away_team_wins"": 20, ""home_team_hits"": 5, ""home_team_runs"": 2, ""home_team_wins"": 13, ""away_team_errors"": 2, ""away_team_losses"": 11, ""home_team_errors"": 0, ""home_team_losses"": 17, ""away_team_games_back"": """", ""home_team_games_back"": """", ""away_team_games_back_wildcard"": null, ""home_team_games_back_wildcard"": null}",2019-05-02 20:05:00,2019-05-02
San Diego Padres,Washington Nationals,"{""umpires"": {""1B"": ""Joe West"", ""2B"": ""Eric Cooper"", ""3B"": ""Andy Fletcher"", ""HP"": ""Will Little""}, ""venue_name"": ""Nationals Park"", ""resumed_game"": false, ""original_date"": ""2019-04-27"", ""mlbam_venue_id"": ""3309"", ""start_time_tbd"": false, ""venue_location"": ""Washington, DC"", ""mlbam_description"": """", ""scheduled_innings"": ""9"", ""gameday_away_notes"": ""\n<span>a-Singled for Perdomo in the 10th. </span><br/>    "", ""gameday_home_notes"": ""\n<span>a-Hit a sacrifice bunt for Strasburg in the 7th. b-Struck out for Doolittle in the 9th. </span><br/>    "", ""gameday_away_text_data"": ""\n<br/><b>BATTING</b><br/><b>2B</b>: Renfroe (5, Strasburg); Mejia, F (3, Suero).<br/><b>HR</b>: Renfroe (6, 2nd inning off Strasburg, 1 on, 0 out).<br/><b>TB</b>: France; Hosmer; Machado; Margot; Mejia, F 2; Renfroe 6; Tatis Jr.<br/><b>RBI</b>: Garcia, G (1); Machado (11); Margot 2 (9); Renfroe 3 (11).<br/><b>Runners left in scoring position, 2 out</b>: Kinsler; France.<br/><b>SF</b>: Garcia, G; Renfroe.<br/><b>GIDP</b>: Machado.<br/><b>Team RISP</b>: 1-for-5.<br/><b>Team LOB</b>: 5.<br/><br/>    "", ""gameday_home_text_data"": ""\n<br/><b>BATTING</b><br/><b>HR</b>: Kendrick (4, 10th inning off Erlin, 0 on, 2 out); Soto (5, 6th inning off Lauer, 1 on, 2 out).<br/><b>TB</b>: Gomes; Kendrick 4; Soto 5; Zimmerman.<br/><b>RBI</b>: Kendrick (13); Soto 2 (19).<br/><b>2-out RBI</b>: Kendrick; Soto 2.<br/><b>Runners left in scoring position, 2 out</b>: Zimmerman; Strasburg; Robles 2.<br/><b>SAC</b>: Taylor, M.<br/><b>Team RISP</b>: 0-for-4.<br/><b>Team LOB</b>: 8.<br/><br/><b>FIELDING</b><br/><b>E</b>: Robles (2, throw).<br/><b>DP</b>: (Kieboom-Dozier, B-Zimmerman).<br/><br/>    ""}","{""status"": ""Final"", ""away_inning_1"": ""0"", ""away_inning_2"": ""2"", ""away_inning_3"": ""0"", ""away_inning_4"": ""0"", ""away_inning_5"": ""0"", ""away_inning_6"": ""0"", ""away_inning_7"": ""0"", ""away_inning_8"": ""0"", ""away_inning_9"": ""0"", ""away_team_lob"": 5, ""home_inning_1"": ""0"", ""home_inning_2"": ""0"", ""home_inning_3"": ""0"", ""home_inning_4"": ""0"", ""home_inning_5"": ""0"", ""home_inning_6"": ""2"", ""home_inning_7"": ""0"", ""home_inning_8"": ""0"", ""home_inning_9"": ""0"", ""home_team_lob"": 8, ""status_reason"": """", ""away_inning_10"": ""6"", ""away_team_hits"": 8, ""away_team_runs"": 8, ""away_team_wins"": 16, ""home_inning_10"": ""1"", ""home_team_hits"": 5, ""home_team_runs"": 3, ""home_team_wins"": 11, ""away_team_errors"": 0, ""away_team_losses"": 11, ""home_team_errors"": 1, ""home_team_losses"": 14, ""away_team_games_back"": """", ""home_team_games_back"": """", ""away_team_games_back_wildcard"": null, ""home_team_games_back_wildcard"": null}",2019-04-27 20:05:00,2019-04-27
Washington Nationals,Los Angeles Dodgers,"{""umpires"": {""1B"": ""Tripp Gibson"", ""2B"": ""Will Little"", ""3B"": ""Jordan Baker"", ""HP"": ""Alfonso Marquez"", ""LF"": ""Ted Barrett"", ""RF"": ""Doug Eddings""}, ""venue_name"": ""Dodger Stadium"", ""resumed_game"": false, ""original_date"": ""2019-10-09"", ""mlbam_venue_id"": ""22"", ""start_time_tbd"": false, ""venue_location"": ""Los Angeles, CA"", ""mlbam_description"": ""NLDS Game 5"", ""scheduled_innings"": ""9"", ""gameday_away_notes"": ""\n<span>a-Lined out for Strasburg in the 7th. b-Struck out for Corbin in the 9th. c-Popped out for Hudson, D in the 10th. 1-Ran for Suzuki in the 7th. </span><br/>    "", ""gameday_home_notes"": ""\n<span>a-Struck out for Maeda in the 8th. b-Struck out for Pederson in the 10th. </span><br/>    "", ""gameday_away_text_data"": ""\n<br/><b>BATTING</b><br/><b>2B</b>: Rendon 2 (3, Buehler, Kelly).<br/><b>HR</b>: Rendon (1, 8th inning off Kershaw, 0 on, 0 out); Soto (2, 8th inning off Kershaw, 0 on, 0 out); Kendrick (1, 10th inning off Kelly, 3 on, 0 out).<br/><b>TB</b>: Gomes; Kendrick 4; Rendon 8; Soto 5; Taylor, M; Zimmerman.<br/><b>RBI</b>: Kendrick 4 (5); Rendon (5); Soto 2 (4).<br/><b>Runners left in scoring position, 2 out</b>: Eaton 2; Zimmerman.<br/><b>GIDP</b>: Kendrick.<br/><b>Team RISP</b>: 2-for-8.<br/><b>Team LOB</b>: 8.<br/><br/><b>FIELDING</b><br/><b>E</b>: Kendrick (3, fielding).<br/><b>DP</b>: (Turner-Zimmerman).<br/><br/>    "", ""gameday_home_text_data"": ""\n<br/><b>BATTING</b><br/><b>2B</b>: Pederson (2, Strasburg).<br/><b>HR</b>: Muncy (3, 1st inning off Strasburg, 1 on, 0 out); Hernandez, K (1, 2nd inning off Strasburg, 0 on, 0 out).<br/><b>TB</b>: Beaty; Bellinger; Hernandez, K 5; Muncy 4; Pederson 3.<br/><b>RBI</b>: Hernandez, K (3); Muncy 2 (7).<br/><b>Runners left in scoring position, 2 out</b>: Hernandez, K; Seager, C.<br/><b>GIDP</b>: Seager, C.<br/><b>Team RISP</b>: 1-for-7.<br/><b>Team LOB</b>: 6.<br/><br/><b>BASERUNNING</b><br/><b>SB</b>: Bellinger 2 (3, 2nd base off Strasburg/Suzuki, 2nd base off Strasburg/Suzuki).<br/><br/><b>FIELDING</b><br/><b>E</b>: Seager, C (1, fielding).<br/><b>DP</b>: (Muncy-Seager, C-Beaty).<br/><br/>    ""}","{""status"": ""Final"", ""away_inning_1"": ""0"", ""away_inning_2"": ""0"", ""away_inning_3"": ""0"", ""away_inning_4"": ""0"", ""away_inning_5"": ""0"", ""away_inning_6"": ""1"", ""away_inning_7"": ""0"", ""away_inning_8"": ""2"", ""away_inning_9"": ""0"", ""away_team_lob"": 8, ""home_inning_1"": ""2"", ""home_inning_2"": ""1"", ""home_inning_3"": ""0"", ""home_inning_4"": ""0"", ""home_inning_5"": ""0"", ""home_inning_6"": ""0"", ""home_inning_7"": ""0"", ""home_inning_8"": ""0"", ""home_inning_9"": ""0"", ""home_team_lob"": 6, ""status_reason"": """", ""away_inning_10"": ""4"", ""away_team_hits"": 9, ""away_team_runs"": 7, ""away_team_wins"": 3, ""home_inning_10"": ""0"", ""home_team_hits"": 7, ""home_team_runs"": 3, ""home_team_wins"": 2, ""away_team_errors"": 1, ""away_team_losses"": 2, ""home_team_errors"": 1, ""home_team_losses"": 3, ""away_team_games_back"": """", ""home_team_games_back"": """", ""away_team_games_back_wildcard"": null, ""home_team_games_back_wildcard"": null}",2019-10-10 00:37:00,2019-10-09
Arizona Diamondbacks,Washington Nationals,"{""umpires"": {""1B"": ""Sean Barber"", ""2B"": ""Alfonso Marquez"", ""3B"": ""Dan Bellino"", ""HP"": ""David Rackley""}, ""venue_name"": ""Nationals Park"", ""resumed_game"": false, ""original_date"": ""2019-06-15"", ""mlbam_venue_id"": ""3309"", ""start_time_tbd"": false, ""venue_location"": ""Washington, DC"", ""mlbam_description"": """", ""scheduled_innings"": ""9"", ""gameday_away_notes"": ""\n<span>a-Bunted out for Chafin in the 6th. b-Walked for Lopez, Y in the 9th. </span><br/>    "", ""gameday_home_notes"": ""\n<span>a-Struck out for Guerra, Ja in the 7th. b-Grounded out for Rosenthal in the 9th. </span><br/>    "", ""gameday_away_text_data"": ""\n<br/><b>BATTING</b><br/><b>2B</b>: Ahmed (20, Strasburg); Peralta, D (20, Sipp); Vargas, I (5, Guerra, Ja).<br/><b>3B</b>: Ahmed (2, Strasburg).<br/><b>HR</b>: Walker, C (12, 2nd inning off Strasburg, 0 on, 0 out); Cron (3, 8th inning off Barraclough, 1 on, 1 out); Jones, A (13, 1st inning off Strasburg, 0 on, 2 out); Marte, K 2 (19, 1st inning off Strasburg, 0 on, 0 out, 4th inning off Strasburg, 0 on, 0 out).<br/><b>TB</b>: Ahmed 7; Cron 4; Escobar, E; Jones, A 4; Kelly, C; Marte, K 8; Peralta, D 2; Vargas, I 3; Walker, C 5.<br/><b>RBI</b>: Ahmed (28); Cron 2 (10); Jones, A (39); Kelly, C 2 (23); Marte, K 2 (49); Peralta, D (37); Walker, C (27).<br/><b>2-out RBI</b>: Ahmed; Jones, A.<br/><b>Runners left in scoring position, 2 out</b>: Peralta, D 2; Vargas, I; Clarke 2.<br/><b>SF</b>: Kelly, C.<br/><b>GIDP</b>: Cron.<br/><b>Team RISP</b>: 5-for-10.<br/><b>Team LOB</b>: 8.<br/><br/>    "", ""gameday_home_text_data"": ""\n<br/><b>BATTING</b><br/><b>2B</b>: Dozier, B (10, Hirano).<br/><b>3B</b>: Turner (3, Clarke).<br/><b>HR</b>: Soto (11, 1st inning off Clarke, 0 on, 2 out); Adams, M (7, 1st inning off Clarke, 0 on, 2 out).<br/><b>TB</b>: Adams, M 4; Dozier, B 2; Gomes; Rendon; Robles; Soto 5; Turner 5.<br/><b>RBI</b>: Adams, M (20); Eaton (18); Soto (41).<br/><b>2-out RBI</b>: Soto; Adams, M.<br/><b>Runners left in scoring position, 2 out</b>: Turner; Adams, M; Robles.<br/><b>SF</b>: Eaton.<br/><b>Team RISP</b>: 0-for-4.<br/><b>Team LOB</b>: 7.<br/><br/><b>FIELDING</b><br/><b>E</b>: Turner (7, fielding).<br/><b>DP</b>: 2 (Turner-Dozier, B-Adams, M; Rendon-Gomes-Rendon-Dozier, B).<br/><br/>    ""}","{""status"": ""Final"", ""away_inning_1"": ""2"", ""away_inning_2"": ""2"", ""away_inning_3"": ""1"", ""away_inning_4"": ""1"", ""away_inning_5"": ""0"", ""away_inning_6"": ""0"", ""away_inning_7"": ""0"", ""away_inning_8"": ""3"", ""away_inning_9"": ""1"", ""away_team_lob"": 8, ""home_inning_1"": ""3"", ""home_inning_2"": ""0"", ""home_inning_3"": ""0"", ""home_inning_4"": ""0"", ""home_inning_5"": ""0"", ""home_inning_6"": ""0"", ""home_inning_7"": ""0"", ""home_inning_8"": ""0"", ""home_inning_9"": ""0"", ""home_team_lob"": 7, ""status_reason"": """", ""away_team_hits"": 15, ""away_team_runs"": 10, ""away_team_wins"": 38, ""home_team_hits"": 10, ""home_team_runs"": 3, ""home_team_wins"": 32, ""away_team_errors"": 0, ""away_team_losses"": 34, ""home_team_errors"": 1, ""home_team_losses"": 38, ""away_team_games_back"": """", ""home_team_games_back"": """", ""away_team_games_back_wildcard"": null, ""home_team_games_back_wildcard"": null}",2019-06-15 20:05:00,2019-06-15
